"Name","Location","Type","Data Type","EOL Comment"
"CAL_revlimit_coolant_coldstart_threshold","400088f1","Data Label","u8_temp_5/8-40c","Calibration: rev-limit coolant coldstart threshold (°C = val*5/8−40)."
"CAL_dca_enable_steering_max","40008915","Data Label","uint8_t","Calibration: drive-cycle-assist enable steering maximum."
"CAL_dca_enable_carspeed","40008916","Data Label","u8_speed_kph[2]","Calibration: drive-cycle-assist enable carspeed (km/h; 2-element array)."
"CAL_dca_stationary_wait_time","40008918","Data Label","u8_time_100ms","Calibration: drive-cycle-assist stationary wait time (ms = val*100)."
"CAL_dca_enable_tps_margin","4000891a","Data Label","u8_factor_1/1023","Calibration: drive-cycle-assist enable throttle position margin (val/1023)."
"CAL_dca_activate_timer","4000891b","Data Label","u8_time_5ms","Calibration: drive-cycle-assist activate timer (ms = val*5)."
"CAL_dca_activate_tps_threshold","4000891c","Data Label","u16_factor_1/1023","Calibration: drive-cycle-assist activate throttle position threshold (val/1023)."
"CAL_vvt_low_load_ips_enable","4000891e","Data Label","bool","Calibration: VVT low load IPS enable (boolean flag)."
"CAL_dca_ramp_timer_unknown","40008920","Data Label","u8_time_20ms","Calibration: drive-cycle-assist ramp timer (ms = val*20)."
"CAL_ecu_rpm_600","40008921","Data Label","u8_rspeed_4rpm","Calibration: ECU RPM 600 (RPM = val*4)."
"CAL_revlimit_enforce_delay_after_start","40008923","Data Label","u8_time_50ms","Calibration: rev-limit enforce delay after start (ms = val*50)."
"CAL_ecu_rpm_5250","40008928","Data Label","u16_rspeed_rpm","Calibration: ECU RPM 5250 (RPM)."
"CAL_exhaust_flap_load_threshold_open","4000892a","Data Label","u8_load_4mg/stroke","Calibration: exhaust flap load threshold open (mg/stroke = val*4)."
"CAL_exhaust_flap_load_threshold_close","4000892b","Data Label","u8_load_4mg/stroke","Calibration: exhaust flap load threshold close (mg/stroke = val*4)."
"CAL_torque_hysteresis_threshold1","4000892c","Data Label","u8_torque_nm","Calibration: torque hysteresis threshold1 (Nm)."
"CAL_tpssmooth_parking_clutch_threshold","4000892d","Data Label","u8_voltage_5/255v","Calibration: tpssmooth parking clutch threshold (V = val*5/255)."
"CAL_lfb_timer_entry","4000892e","Data Label","uint8_t","Calibration: lfb timer entry."
"CAL_lfb_timer_hold","4000892f","Data Label","uint8_t","Calibration: lfb timer hold."
"CAL_lfb_tps_max","40008931","Data Label","u8_factor_1/255","Calibration: lfb throttle position maximum (val/255)."
"CAL_lfb_detect_carspeed_min","40008932","Data Label","u8_speed_kph","Calibration: lfb detect carspeed minimum (km/h)."
"CAL_lfb_pulse_enable","40008938","Data Label","bool","Calibration: lfb pulse enable (boolean flag)."
"CAL_lfb_clutch_threshold","4000893a","Data Label","u16_voltage_5/1023v","Calibration: lfb clutch threshold (V = val*5/1023)."
"CAL_sensor_fuel_pressure_scaling","40008940","Data Label","uint16_t","Calibration: sensor fuel pressure scaling."
"CAL_sensor_fuel_pressure_offset","40008942","Data Label","u16_pressure_mbar","Calibration: sensor fuel pressure offset (mbar)."
"CAL_idle_low_car_speed_exit","40008944","Data Label","u8_speed_kph","Calibration: idle low car speed exit (km/h)."
"CAL_idle_low_car_speed_enter","40008945","Data Label","u8_speed_kph","Calibration: idle low car speed enter (km/h)."
"CAL_ac_compressor_engine_speed3","40008950","Data Label","u8_rspeed_4rpm[2]","Calibration: A/C compressor engine speed3 (RPM = val*4; 2-element array)."
"CAL_cooling_fan_low_rpm_hysteresis_threshold","40008952","Data Label","u8_rspeed_4rpm[2]","Calibration: cooling fan low RPM hysteresis threshold (RPM = val*4; 2-element array)."
"CAL_oil_pressure_switch_voltage_scaling","40008954","Data Label","u16_pressure_mbar","Calibration: oil pressure switch voltage scaling (mbar)."
"CAL_oil_pressure_switch_offset","40008956","Data Label","u16_pressure_mbar","Calibration: oil pressure switch offset (mbar)."
"CAL_fuel_pump_proportional_limit","40008966","Data Label","u8_factor_1/100[2]","Calibration: fuel pump proportional limit (val/100; 2-element array)."
"CAL_fuel_pump_integral_gain","40008968","Data Label","u8_factor_1/100","Calibration: fuel pump integral gain (val/100)."
"CAL_fuel_pump_integral_hold_on_dfco","40008969","Data Label","bool","Calibration: fuel pump integral hold on decel fuel cut-off (boolean flag)."
"CAL_fuel_pump_integral_enable","4000896e","Data Label","bool","Calibration: fuel pump integral enable (boolean flag)."
"CAL_fuel_pump_integral_fuel_level_min","40008978","Data Label","u16_volume_1/10gallon","Calibration: fuel pump integral fuel level minimum (gal = val/10)."
"CAL_tpssmooth_rate_opening_clamp_thresholds","4000897c","Data Label","u16_factor_1/1023[2]","Calibration: tpssmooth rate opening clamp thresholds (val/1023; 2-element array)."
"CAL_torque_proportional_limit_positive","40008980","Data Label","u16_factor_1/1023","Calibration: torque proportional limit positive (val/1023)."
"CAL_torque_proportional_limit_negative","40008982","Data Label","u16_factor_1/1023","Calibration: torque proportional limit negative (val/1023)."
"CAL_torque_integral_limit_positive","40008984","Data Label","u16_factor_1/4095","Calibration: torque integral limit positive (val/4095)."
"CAL_torque_integral_limit_negative","40008986","Data Label","u16_factor_1/4095","Calibration: torque integral limit negative (val/4095)."
"CAL_revlimit_torque_limit_confirmation_threshold","40008988","Data Label","u8_torque_2nm","Calibration: rev-limit torque limit confirmation threshold (Nm = val*2)."
"CAL_fuel_pump_reference_voltage","4000898c","Data Label","u16_voltage_18/1023v","Calibration: fuel pump reference voltage (V = val*18/1023)."
"CAL_cluster_fuel_range_remaining_smoothing_factor","4000898f","Data Label","uint8_t","Calibration: cluster fuel range remaining smoothing factor."
"CAL_cluster_fuel_mileage_update_timer","40008991","Data Label","u8_time_100ms","Calibration: cluster fuel mileage update timer (ms = val*100)."
"CAL_tpssmooth_increment_b_neutral_tour","40008992","Data Label","u8_factor_1/255","Calibration: tpssmooth increment b neutral tour (val/255)."
"CAL_tpssmooth_increment_b_neutral_sport","40008993","Data Label","u8_factor_1/255","Calibration: tpssmooth increment b neutral sport (val/255)."
"CAL_ign_comp_idle_error3_X_rpm","40008996","Data Label","u8_-127[16]","Calibration: X-axis (rpm) for the ignition compensation idle error3 table (16-element array)."
"CAL_ign_comp_idle_error3","400089a6","Data Label","u8_angle_1/4-32deg[16]","Calibration: ignition compensation idle error3 (° = val/4−32; 16-element array)."
"CAL_idle_comp_accel_pedal_pos","400089be","Data Label","uint8_t[8]","Calibration: idle compensation accelerator pedal position (8-element array)."
"CAL_cluster_fuel_economy_factor_limit","400089c6","Data Label","uint8_t[2]","This is a fuel economy limit for calculating avaiable range.
Unit is x / 4.83 mpg"
"CAL_cluster_fuel_range_smoothing_interval","400089c8","Data Label","u8_time_100ms","Calibration: cluster fuel range smoothing interval (ms = val*100)."
"CAL_cluster_fuel_usage_reset_request_timer","400089c9","Data Label","u8_time_100ms","Calibration: cluster fuel usage reset request timer (ms = val*100)."
"CAL_tpssmooth_rate_decay_opening_X_rpm","40008a6a","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (rpm) for the tpssmooth rate decay opening table (RPM = val*125/4+500; 8-element array)."
"CAL_tpssmooth_rate_decay_opening","40008a72","Data Label","uint8_t[8]","Calibration: tpssmooth rate decay opening (8-element array)."
"CAL_tpssmooth_rate_decay_closing_X_rpm","40008a7a","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (rpm) for the tpssmooth rate decay closing table (RPM = val*125/4+500; 8-element array)."
"CAL_tpssmooth_rate_decay_closing","40008a82","Data Label","uint8_t[8]","Calibration: tpssmooth rate decay closing (8-element array)."
"CAL_injtip_transient_throttle_response_time_X_coolant_tmp","40008a8a","Data Label","u8_temp_5/8-40c[8]","Calibration: X-axis (coolant tmp) for the injector tip-in transient throttle response time table (°C = val*5/8−40; 8-element array)."
"CAL_injtip_transient_throttle_response_time_Y_rpm","40008a92","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: Y-axis (rpm) for the injector tip-in transient throttle response time table (RPM = val*125/4+500; 8-element array)."
"CAL_injtip_transient_throttle_response_time","40008a9a","Data Label","u8_time_5ms[64]","Calibration: injector tip-in transient throttle response time (ms = val*5; 64-element array)."
"CAL_injtip_comp_load1_X_load","40008ada","Data Label","u8_load_4mg/stroke[16]","Calibration: X-axis (load) for the injector tip-in compensation load1 table (mg/stroke = val*4; 16-element array)."
"CAL_injtip_comp_load1","40008aea","Data Label","uint8_t[16]","Calibration: injector tip-in compensation load1 (16-element array)."
"CAL_inj_enrichment_factor_load_n_coolant_ips_X_load","40008afa","Data Label","u8_load_4mg/stroke[12]","Calibration: X-axis (load) for the injector enrichment factor load n coolant IPS table (mg/stroke = val*4; 12-element array)."
"CAL_inj_enrichment_factor_load_n_coolant_ips_Y_coolant","40008b06","Data Label","u8_temp_5/8-40c[16]","Calibration: Y-axis (coolant) for the injector enrichment factor load n coolant IPS table (°C = val*5/8−40; 16-element array)."
"CAL_inj_enrichment_factor_load_n_coolant_ips","40008b16","Data Label","u8_factor_1/64[192]","Calibration: injector enrichment factor load n coolant IPS (val/64; 192-element array)."
"CAL_cruise_integral_gain_ips_X_gear","40008bde","Data Label","u8_gear[4]","Calibration: X-axis (gear) for the cruise integral gain IPS table (4-element array)."
"CAL_cruise_integral_gain_ips","40008be2","Data Label","u8_factor_1/100[4]","Calibration: cruise integral gain IPS (val/100; 4-element array)."
"CAL_inj_comp_air_temp_startup_X_air_temp","40008bee","Data Label","u8_temp_5/8-40c[10]","Calibration: X-axis (air temp) for the injector compensation air temperature startup table (°C = val*5/8−40; 10-element array)."
"CAL_inj_comp_air_temp_startup_Y_maf_accum","40008bf8","Data Label","u8_mass_g[10]","Calibration: Y-axis (maf accum) for the injector compensation air temperature startup table (g; 10-element array)."
"CAL_inj_comp_air_temp_startup","40008c02","Data Label","uint8_t[100]","Calibration: injector compensation air temperature startup (100-element array)."
"CAL_sensor_engine_air_scaling","40008c66","Data Label","u8_temp_5/8-40c[33]","Calibration: sensor engine air scaling (°C = val*5/8−40; 33-element array)."
"CAL_sensor_coolant_temp_sensor_engine_off_scaling","40008c88","Data Label","u8_temp_5/8-40c[33]","Calibration: sensor coolant temperature sensor engine off scaling (°C = val*5/8−40; 33-element array)."
"CAL_sensor_intake_air_scaling","40008caa","Data Label","uint8_t[32]","Calibration: sensor intake air scaling (32-element array)."
"CAL_injtip_dfco_manual_default_X_coolant_temp","40008cec","Data Label","u8_temp_5/8-40c[4]","Calibration: X-axis (coolant temp) for the injector tip-in decel fuel cut-off manual default table (°C = val*5/8−40; 4-element array)."
"CAL_injtip_dfco_manual_default","40008cf0","Data Label","u8_rspeed_10rpm[4]","Calibration: injector tip-in decel fuel cut-off manual default (RPM = val*10; 4-element array)."
"CAL_ign_comp_coldstart_X_coolant_temp","40008d09","Data Label","u8_temp_5/8-40c[8]","Calibration: X-axis (coolant temp) for the ignition compensation coldstart table (°C = val*5/8−40; 8-element array)."
"CAL_ign_comp_coldstart","40008d16","Data Label","u8_angle_1/4-10deg[8]","Calibration: ignition compensation coldstart (° = val/4−10; 8-element array)."
"CAL_evap_purge_warmup_time_X_coolant_temp","40008d1e","Data Label","u8_temp_5/8-40c[8]","Calibration: X-axis (coolant temp) for the evaporative purge warmup time table (°C = val*5/8−40; 8-element array)."
"CAL_evap_purge_warmup_time","40008d26","Data Label","uint8_t[8]","Calibration: evaporative purge warmup time (8-element array)."
"CAL_injtip_dfco_enable_rpm_manual_alt_X_coolant_temp","40008d3e","Data Label","u8_temp_5/8-40c[4]","Calibration: X-axis (coolant temp) for the injector tip-in decel fuel cut-off enable RPM manual alt table (°C = val*5/8−40; 4-element array)."
"CAL_injtip_dfco_enable_rpm_manual_alt","40008d42","Data Label","u8_rspeed_10rpm[4]","Calibration: injector tip-in decel fuel cut-off enable RPM manual alt (RPM = val*10; 4-element array)."
"CAL_ac_load_limit_X_rpm","40008d48","Data Label","u8_rspeed_125/4+500rpm[4]","Calibration: X-axis (rpm) for the A/C load limit table (RPM = val*125/4+500; 4-element array)."
"CAL_ac_load_limit","40008d4c","Data Label","uint8_t[4]","Calibration: A/C load limit (4-element array)."
"CAL_idle_comp_iat_X_iat","40008d56","Data Label","u8_temp_5/8-40c[8]","Calibration: X-axis (iat) for the idle compensation intake air temp table (°C = val*5/8−40; 8-element array)."
"CAL_idle_comp_iat","40008d5e","Data Label","u8_rspeed_rpm[8]","Calibration: idle compensation intake air temp (RPM; 8-element array)."
"CAL_cruise_integral_gain_manual_longbox_X_gear","40008d6e","Data Label","u8_gear[4]","Calibration: X-axis (gear) for the cruise integral gain manual longbox table (4-element array)."
"CAL_cruise_integral_gain_manual_longbox","40008d72","Data Label","u8_factor_1/100[4]","Calibration: cruise integral gain manual longbox (val/100; 4-element array)."
"CAL_ign_comp_idle_error2_X_idle_speed_error","40008d90","Data Label","u8_-127[16]","Calibration: X-axis (idle speed error) for the ignition compensation idle error2 table (16-element array)."
"CAL_ign_comp_idle_error2","40008da0","Data Label","u8_angle_1/4-32deg[16]","Calibration: ignition compensation idle error2 (° = val/4−32; 16-element array)."
"CAL_ign_comp_tps_manual_X_engine_speed","40008db0","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (engine speed) for the ignition compensation throttle position manual table (RPM = val*125/4+500; 8-element array)."
"CAL_ign_comp_tps_manual_Y_accel_pedal","40008db8","Data Label","u8_factor_1/255[8]","Calibration: Y-axis (accel pedal) for the ignition compensation throttle position manual table (val/255; 8-element array)."
"CAL_ign_comp_tps_manual","40008dc0","Data Label","i8_angle_1/4deg[64]","Calibration: ignition compensation throttle position manual (° = val/4; 64-element array)."
"CAL_ign_comp_tps_ips_X_engine_speed","40008e00","Data Label","u8_rspeed_125/4+500rpm[7]","Calibration: X-axis (engine speed) for the ignition compensation throttle position IPS table (RPM = val*125/4+500; 7-element array)."
"CAL_ign_comp_tps_ips_Y_pedal_pos","40008e07","Data Label","u8_factor_1/255[8]","Calibration: Y-axis (pedal pos) for the ignition compensation throttle position IPS table (val/255; 8-element array)."
"CAL_ign_comp_tps_ips","40008e0f","Data Label","i8_angle_1/4deg[56]","Calibration: ignition compensation throttle position IPS (° = val/4; 56-element array)."
"CAL_torque_limit_proportional_X_load_error","40008e48","Data Label","u8_-127[8]","Calibration: X-axis (load error) for the torque limit proportional table (8-element array)."
"CAL_torque_limit_proportional","40008e50","Data Label","u8_factor_1/255[8]","Calibration: torque limit proportional (val/255; 8-element array)."
"CAL_ecu_engine_speed_target_dec_gain_X_coolant_temp","40008e58","Data Label","u8_temp_5/8-40c[4]","Calibration: X-axis (coolant temp) for the ECU engine speed target dec gain table (°C = val*5/8−40; 4-element array)."
"CAL_ecu_engine_speed_target_dec_gain","40008e5c","Data Label","u8_factor_1/255[4]","Calibration: ECU engine speed target dec gain (val/255; 4-element array)."
"CAL_closedloop_activate_engine_timer","40008e62","Data Label","u8_time_s[16]","Calibration: closedloop activate engine timer (s; 16-element array)."
"CAL_vvt_intake_advance_base_X_engine_speed","40008e7a","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (engine speed) for the VVT intake advance base table (RPM = val*125/4+500; 16-element array)."
"CAL_vvt_intake_advance_base_Y_load","40008e8a","Data Label","u8_load_4mg/stroke[16]","Calibration: Y-axis (load) for the VVT intake advance base table (mg/stroke = val*4; 16-element array)."
"CAL_vvt_intake_advance_base","40008e9a","Data Label","u8_angle_1/4deg[256]","Calibration: VVT intake advance base (° = val/4; 256-element array)."
"CAL_vvt_intake_advance_coolant_offset_X_temp","40008f9a","Data Label","u8_temp_5/8-40c[16]","Calibration: X-axis (temp) for the VVT intake advance coolant offset table (°C = val*5/8−40; 16-element array)."
"CAL_vvt_intake_advance_coolant_offset","40008faa","Data Label","u8_angle_1/4deg[16]","Calibration: VVT intake advance coolant offset (° = val/4; 16-element array)."
